From;Till;Month;Precipitation;Quality;;Tidsutsnitt:;;;;
1981-06-01 06:00;1981-07-01 06:00;jun-81;60.4;Y;;;;;;
1981-07-02 06:00;1981-08-01 06:00;jul-81;48.8;Y;;;;;;
1981-08-02 06:00;1981-09-01 06:00;aug-81;85.6;Y;;;;;;
1981-09-01 06:00;1981-10-01 06:00;sep-81;20.9;Y;;;;;;
1981-10-02 06:00;1981-11-01 06:00;okt-81;115.8;Y;;;;;;
1981-11-01 06:00;1981-12-01 06:00;nov-81;103.6;Y;;;;;;
1981-12-02 06:00;1982-01-01 06:00;dec-81;73.8;Y;;;;;;
1982-01-02 06:00;1982-02-01 06:00;jan-82;39.5;Y;;;;;;
1982-01-30 06:00;1982-03-01 06:00;feb-82;23.5;Y;;;;;;
1982-03-02 06:00;1982-04-01 06:00;mar-82;28.5;Y;;;;;;
1982-04-01 06:00;1982-05-01 06:00;apr-82;39.8;Y;;;;;;
1982-05-02 06:00;1982-06-01 06:00;maj-82;17.8;Y;;;;;;
1982-06-01 06:00;1982-07-01 06:00;jun-82;51.9;Y;;;;;;
1982-07-02 06:00;1982-08-01 06:00;jul-82;47.4;Y;;;;;;
1982-08-02 06:00;1982-09-01 06:00;aug-82;48.9;Y;;;;;;
1982-09-01 06:00;1982-10-01 06:00;sep-82;27.1;Y;;;;;;
1982-10-02 06:00;1982-11-01 06:00;okt-82;39.8;Y;;;;;;
1982-11-01 06:00;1982-12-01 06:00;nov-82;51.8;Y;;;;;;
1982-12-02 06:00;1983-01-01 06:00;dec-82;45.2;Y;;;;;;
1983-01-02 06:00;1983-02-01 06:00;jan-83;40.3;Y;;;;;;
1983-01-30 06:00;1983-03-01 06:00;feb-83;14.7;Y;;;;;;
1983-03-02 06:00;1983-04-01 06:00;mar-83;51.5;Y;;;;;;
1983-04-01 06:00;1983-05-01 06:00;apr-83;25.0;Y;;;;;;
1983-05-02 06:00;1983-06-01 06:00;maj-83;43.8;Y;;;;;;
1983-06-01 06:00;1983-07-01 06:00;jun-83;32.8;Y;;;;;;
1983-07-02 06:00;1983-08-01 06:00;jul-83;18.8;Y;;;;;;
1983-08-02 06:00;1983-09-01 06:00;aug-83;16.9;Y;;;;;;
1983-09-01 06:00;1983-10-01 06:00;sep-83;124.8;Y;;;;;;
1983-10-02 06:00;1983-11-01 06:00;okt-83;40.7;Y;;;;;;
1983-11-01 06:00;1983-12-01 06:00;nov-83;16.2;Y;;;;;;
1983-12-02 06:00;1984-01-01 06:00;dec-83;55.0;Y;;;;;;
1984-01-02 06:00;1984-02-01 06:00;jan-84;71.6;Y;;;;;;
1984-01-31 06:00;1984-03-01 06:00;feb-84;20.4;Y;;;;;;
1984-03-02 06:00;1984-04-01 06:00;mar-84;12.7;Y;;;;;;
1984-04-01 06:00;1984-05-01 06:00;apr-84;14.6;Y;;;;;;
1984-05-02 06:00;1984-06-01 06:00;maj-84;13.6;Y;;;;;;
1984-06-01 06:00;1984-07-01 06:00;jun-84;89.2;Y;;;;;;
1984-07-02 06:00;1984-08-01 06:00;jul-84;114.5;Y;;;;;;
1984-08-02 06:00;1984-09-01 06:00;aug-84;51.6;Y;;;;;;
1984-09-01 06:00;1984-10-01 06:00;sep-84;94.1;Y;;;;;;
1984-10-02 06:00;1984-11-01 06:00;okt-84;86.4;Y;;;;;;
1984-11-01 06:00;1984-12-01 06:00;nov-84;18.5;Y;;;;;;
1984-12-02 06:00;1985-01-01 06:00;dec-84;44.6;Y;;;;;;
1985-01-02 06:00;1985-02-01 06:00;jan-85;58.3;Y;;;;;;
1985-01-30 06:00;1985-03-01 06:00;feb-85;18.6;Y;;;;;;
1985-03-02 06:00;1985-04-01 06:00;mar-85;29.5;Y;;;;;;
1985-04-01 06:00;1985-05-01 06:00;apr-85;41.7;Y;;;;;;
1985-05-02 06:00;1985-06-01 06:00;maj-85;10.6;Y;;;;;;
1985-06-01 06:00;1985-07-01 06:00;jun-85;29.3;Y;;;;;;
1985-07-02 06:00;1985-08-01 06:00;jul-85;95.1;Y;;;;;;
1985-08-02 06:00;1985-09-01 06:00;aug-85;59.1;Y;;;;;;
1985-09-01 06:00;1985-10-01 06:00;sep-85;65.9;Y;;;;;;
1985-10-02 06:00;1985-11-01 06:00;okt-85;20.2;Y;;;;;;
1985-11-01 06:00;1985-12-01 06:00;nov-85;66.1;Y;;;;;;
1985-12-02 06:00;1986-01-01 06:00;dec-85;57.3;Y;;;;;;
1986-01-02 06:00;1986-02-01 06:00;jan-86;58.4;Y;;;;;;
1986-01-30 06:00;1986-03-01 06:00;feb-86;13.1;Y;;;;;;
1986-03-02 06:00;1986-04-01 06:00;mar-86;39.3;Y;;;;;;
1986-04-01 06:00;1986-05-01 06:00;apr-86;53.3;Y;;;;;;
1986-05-02 06:00;1986-06-01 06:00;maj-86;46.8;Y;;;;;;
1986-06-01 06:00;1986-07-01 06:00;jun-86;39.7;Y;;;;;;
1986-07-02 06:00;1986-08-01 06:00;jul-86;86.4;Y;;;;;;
1986-08-02 06:00;1986-09-01 06:00;aug-86;103.4;Y;;;;;;
1986-09-01 06:00;1986-10-01 06:00;sep-86;41.2;Y;;;;;;
1986-10-02 06:00;1986-11-01 06:00;okt-86;18.1;Y;;;;;;
1986-11-01 06:00;1986-12-01 06:00;nov-86;44.4;Y;;;;;;
1986-12-02 06:00;1987-01-01 06:00;dec-86;77.6;Y;;;;;;
1987-01-02 06:00;1987-02-01 06:00;jan-87;32.1;Y;;;;;;
1987-01-30 06:00;1987-03-01 06:00;feb-87;15.9;Y;;;;;;
1987-03-02 06:00;1987-04-01 06:00;mar-87;24.5;Y;;;;;;
1987-04-01 06:00;1987-05-01 06:00;apr-87;6.6;Y;;;;;;
1987-05-02 06:00;1987-06-01 06:00;maj-87;42.3;Y;;;;;;
1987-06-01 06:00;1987-07-01 06:00;jun-87;57.0;Y;;;;;;
1987-07-02 06:00;1987-08-01 06:00;jul-87;39.9;Y;;;;;;
1987-08-02 06:00;1987-09-01 06:00;aug-87;94.4;Y;;;;;;
1987-09-01 06:00;1987-10-01 06:00;sep-87;54.1;Y;;;;;;
1987-10-02 06:00;1987-11-01 06:00;okt-87;19.9;Y;;;;;;
1987-11-01 06:00;1987-12-01 06:00;nov-87;61.8;Y;;;;;;
1987-12-02 06:00;1988-01-01 06:00;dec-87;24.6;Y;;;;;;
1988-01-02 06:00;1988-02-01 06:00;jan-88;47.7;Y;;;;;;
1988-01-31 06:00;1988-03-01 06:00;feb-88;53.7;Y;;;;;;
1988-03-02 06:00;1988-04-01 06:00;mar-88;26.1;Y;;;;;;
1988-04-01 06:00;1988-05-01 06:00;apr-88;25.7;Y;;;;;;
1988-05-02 06:00;1988-06-01 06:00;maj-88;63.2;Y;;;;;;
1988-06-01 06:00;1988-07-01 06:00;jun-88;53.8;Y;;;;;;
1988-07-02 06:00;1988-08-01 06:00;jul-88;123.1;Y;;;;;;
1988-08-02 06:00;1988-09-01 06:00;aug-88;57.8;Y;;;;;;
1988-09-01 06:00;1988-10-01 06:00;sep-88;35.0;Y;;;;;;
1988-10-02 06:00;1988-11-01 06:00;okt-88;46.3;Y;;;;;;
1988-11-01 06:00;1988-12-01 06:00;nov-88;32.2;Y;;;;;;
1988-12-02 06:00;1989-01-01 06:00;dec-88;49.9;Y;;;;;;
1989-01-02 06:00;1989-02-01 06:00;jan-89;5.7;Y;;;;;;
1989-01-30 06:00;1989-03-01 06:00;feb-89;23.4;Y;;;;;;
1989-03-02 06:00;1989-04-01 06:00;mar-89;43.2;Y;;;;;;
1989-04-01 06:00;1989-05-01 06:00;apr-89;23.1;Y;;;;;;
1989-05-02 06:00;1989-06-01 06:00;maj-89;29.7;Y;;;;;;
1989-06-01 06:00;1989-07-01 06:00;jun-89;35.3;Y;;;;;;
1989-07-02 06:00;1989-08-01 06:00;jul-89;28.8;Y;;;;;;
1989-08-02 06:00;1989-09-01 06:00;aug-89;36.1;Y;;;;;;
1989-09-01 06:00;1989-10-01 06:00;sep-89;21.1;Y;;;;;;
1989-10-02 06:00;1989-11-01 06:00;okt-89;52.3;Y;;;;;;
1989-11-01 06:00;1989-12-01 06:00;nov-89;54.5;Y;;;;;;
1989-12-02 06:00;1990-01-01 06:00;dec-89;31.6;Y;;;;;;
1990-01-02 06:00;1990-02-01 06:00;jan-90;57.2;Y;;;;;;
1990-01-30 06:00;1990-03-01 06:00;feb-90;72.1;Y;;;;;;
1990-03-02 06:00;1990-04-01 06:00;mar-90;33.2;Y;;;;;;
1990-04-01 06:00;1990-05-01 06:00;apr-90;15.9;Y;;;;;;
1990-05-02 06:00;1990-06-01 06:00;maj-90;22.7;Y;;;;;;
1990-06-01 06:00;1990-07-01 06:00;jun-90;28.1;Y;;;;;;
1990-07-02 06:00;1990-08-01 06:00;jul-90;100.0;Y;;;;;;
1990-08-02 06:00;1990-09-01 06:00;aug-90;24.9;Y;;;;;;
1990-09-01 06:00;1990-10-01 06:00;sep-90;150.0;Y;;;;;;
1990-10-02 06:00;1990-11-01 06:00;okt-90;59.3;Y;;;;;;
1990-11-01 06:00;1990-12-01 06:00;nov-90;46.9;Y;;;;;;
1990-12-02 06:00;1991-01-01 06:00;dec-90;33.9;Y;;;;;;
1991-01-02 06:00;1991-02-01 06:00;jan-91;45.8;Y;;;;;;
1991-01-30 06:00;1991-03-01 06:00;feb-91;30.6;Y;;;;;;
1991-03-02 06:00;1991-04-01 06:00;mar-91;28.1;Y;;;;;;
1991-04-01 06:00;1991-05-01 06:00;apr-91;10.2;Y;;;;;;
1991-05-02 06:00;1991-06-01 06:00;maj-91;67.2;Y;;;;;;
1991-06-01 06:00;1991-07-01 06:00;jun-91;96.1;Y;;;;;;
1991-07-02 06:00;1991-08-01 06:00;jul-91;33.9;Y;;;;;;
1991-08-02 06:00;1991-09-01 06:00;aug-91;85.4;Y;;;;;;
1991-09-01 06:00;1991-10-01 06:00;sep-91;45.7;Y;;;;;;
1991-10-02 06:00;1991-11-01 06:00;okt-91;26.9;Y;;;;;;
1991-11-01 06:00;1991-12-01 06:00;nov-91;46.6;Y;;;;;;
1991-12-02 06:00;1992-01-01 06:00;dec-91;39.5;Y;;;;;;
1992-01-02 06:00;1992-02-01 06:00;jan-92;17.5;Y;;;;;;
1992-01-31 06:00;1992-03-01 06:00;feb-92;30.4;Y;;;;;;
1992-03-02 06:00;1992-04-01 06:00;mar-92;25.1;Y;;;;;;
1992-04-01 06:00;1992-05-01 06:00;apr-92;79.4;Y;;;;;;
1992-05-02 06:00;1992-06-01 06:00;maj-92;12.6;Y;;;;;;
1992-06-01 06:00;1992-07-01 06:00;jun-92;14.4;Y;;;;;;
1992-07-02 06:00;1992-08-01 06:00;jul-92;130.6;Y;;;;;;
1992-08-02 06:00;1992-09-01 06:00;aug-92;60.8;Y;;;;;;
1992-09-01 06:00;1992-10-01 06:00;sep-92;32.5;Y;;;;;;
1992-10-02 06:00;1992-11-01 06:00;okt-92;67.7;Y;;;;;;
1992-11-01 06:00;1992-12-01 06:00;nov-92;68.5;Y;;;;;;
1992-12-02 06:00;1993-01-01 06:00;dec-92;14.2;Y;;;;;;
1993-01-02 06:00;1993-02-01 06:00;jan-93;30.0;Y;;;;;;
1993-01-30 06:00;1993-03-01 06:00;feb-93;34.5;Y;;;;;;
1993-03-02 06:00;1993-04-01 06:00;mar-93;19.3;Y;;;;;;
1993-04-01 06:00;1993-05-01 06:00;apr-93;23.2;Y;;;;;;
1993-05-02 06:00;1993-06-01 06:00;maj-93;16.9;Y;;;;;;
1993-06-01 06:00;1993-07-01 06:00;jun-93;81.4;Y;;;;;;
1993-07-02 06:00;1993-08-01 06:00;jul-93;85.9;Y;;;;;;
1993-08-02 06:00;1993-09-01 06:00;aug-93;117.1;Y;;;;;;
1993-09-01 06:00;1993-10-01 06:00;sep-93;49.7;Y;;;;;;
1993-10-02 06:00;1993-11-01 06:00;okt-93;48.7;Y;;;;;;
1993-11-01 06:00;1993-12-01 06:00;nov-93;30.7;Y;;;;;;
1993-12-02 06:00;1994-01-01 06:00;dec-93;71.1;Y;;;;;;
1994-01-02 06:00;1994-02-01 06:00;jan-94;42.8;Y;;;;;;
1994-01-30 06:00;1994-03-01 06:00;feb-94;5.0;Y;;;;;;
1994-03-02 06:00;1994-04-01 06:00;mar-94;41.2;Y;;;;;;
1994-04-01 06:00;1994-05-01 06:00;apr-94;38.6;Y;;;;;;
1994-05-02 06:00;1994-06-01 06:00;maj-94;20.3;Y;;;;;;
1994-06-01 06:00;1994-07-01 06:00;jun-94;58.5;Y;;;;;;
1994-07-02 06:00;1994-08-01 06:00;jul-94;29.5;Y;;;;;;
1994-08-02 06:00;1994-09-01 06:00;aug-94;104.9;Y;;;;;;
1994-09-01 06:00;1994-10-01 06:00;sep-94;170.5;Y;;;;;;
1994-10-02 06:00;1994-11-01 06:00;okt-94;43.1;Y;;;;;;
1994-11-01 06:00;1994-12-01 06:00;nov-94;16.3;Y;;;;;;
1994-12-02 06:00;1995-01-01 06:00;dec-94;47.2;Y;;;;;;
1995-01-02 06:00;1995-02-01 06:00;jan-95;61.1;Y;;;;;;
1995-01-30 06:00;1995-03-01 06:00;feb-95;43.7;Y;;;;;;
1995-03-02 06:00;1995-04-01 06:00;mar-95;37.1;Y;;;;;;
1995-04-01 06:00;1995-05-01 06:00;apr-95;87.4;Y;;;;;;
1995-05-02 06:00;1995-06-01 06:00;maj-95;39.1;Y;;;;;;
1995-06-01 06:00;1995-07-01 06:00;jun-95;54.7;Y;;;;;;
1995-07-02 06:00;1995-08-01 06:00;jul-95;41.6;Y;;;;;;
1995-08-02 06:00;1995-09-01 06:00;aug-95;60.0;Y;;;;;;
1995-09-01 06:00;1995-10-01 06:00;sep-95;89.9;Y;;;;;;
1995-10-02 06:00;1995-11-01 06:00;okt-95;34.0;Y;;;;;;
1995-11-01 06:00;1995-12-01 06:00;nov-95;40.3;Y;;;;;;
1995-12-02 06:00;1996-01-01 06:00;dec-95;10.8;Y;;;;;;
1996-01-02 06:00;1996-02-01 06:00;jan-96;7.6;Y;;;;;;
1996-01-31 06:00;1996-03-01 06:00;feb-96;14.5;Y;;;;;;
1996-03-02 06:00;1996-04-01 06:00;mar-96;28.4;Y;;;;;;
1996-04-01 06:00;1996-05-01 06:00;apr-96;7.7;Y;;;;;;
1996-05-02 06:00;1996-06-01 06:00;maj-96;50.2;Y;;;;;;
1996-06-01 06:00;1996-07-01 06:00;jun-96;19.8;Y;;;;;;
1996-07-02 06:00;1996-08-01 06:00;jul-96;69.1;Y;;;;;;
1996-08-02 06:00;1996-09-01 06:00;aug-96;9.9;Y;;;;;;
1996-09-01 06:00;1996-10-01 06:00;sep-96;33.8;Y;;;;;;
1996-10-02 06:00;1996-11-01 06:00;okt-96;20.8;Y;;;;;;
1996-11-01 06:00;1996-12-01 06:00;nov-96;79.5;Y;;;;;;
1996-12-02 06:00;1997-01-01 06:00;dec-96;32.1;Y;;;;;;
1997-01-02 06:00;1997-02-01 06:00;jan-97;10.2;Y;;;;;;
1997-01-30 06:00;1997-03-01 06:00;feb-97;41.6;Y;;;;;;
1997-03-02 06:00;1997-04-01 06:00;mar-97;20.5;Y;;;;;;
1997-04-01 06:00;1997-05-01 06:00;apr-97;30.2;Y;;;;;;
1997-05-02 06:00;1997-06-01 06:00;maj-97;60.1;Y;;;;;;
1997-06-01 06:00;1997-07-01 06:00;jun-97;104.0;Y;;;;;;
1997-07-02 06:00;1997-08-01 06:00;jul-97;32.6;Y;;;;;;
1997-08-02 06:00;1997-09-01 06:00;aug-97;27.8;Y;;;;;;
1997-09-01 06:00;1997-10-01 06:00;sep-97;70.4;Y;;;;;;
1997-10-02 06:00;1997-11-01 06:00;okt-97;48.9;Y;;;;;;
1997-11-01 06:00;1997-12-01 06:00;nov-97;42.3;Y;;;;;;
1997-12-02 06:00;1998-01-01 06:00;dec-97;38.9;Y;;;;;;
1998-01-02 06:00;1998-02-01 06:00;jan-98;61.1;Y;;;;;;
1998-01-30 06:00;1998-03-01 06:00;feb-98;33.6;Y;;;;;;
1998-03-02 06:00;1998-04-01 06:00;mar-98;32.6;Y;;;;;;
1998-04-01 06:00;1998-05-01 06:00;apr-98;35.3;Y;;;;;;
1998-05-02 06:00;1998-06-01 06:00;maj-98;33.0;Y;;;;;;
1998-06-01 06:00;1998-07-01 06:00;jun-98;70.2;Y;;;;;;
1998-07-02 06:00;1998-08-01 06:00;jul-98;106.4;Y;;;;;;
1998-08-02 06:00;1998-09-01 06:00;aug-98;39.8;Y;;;;;;
1998-09-01 06:00;1998-10-01 06:00;sep-98;38.6;Y;;;;;;
1998-10-02 06:00;1998-11-01 06:00;okt-98;63.3;Y;;;;;;
1998-11-01 06:00;1998-12-01 06:00;nov-98;20.5;Y;;;;;;
1998-12-02 06:00;1999-01-01 06:00;dec-98;52.1;Y;;;;;;
1999-01-02 06:00;1999-02-01 06:00;jan-99;47.7;Y;;;;;;
1999-01-30 06:00;1999-03-01 06:00;feb-99;31.8;Y;;;;;;
1999-03-02 06:00;1999-04-01 06:00;mar-99;46.1;Y;;;;;;
1999-04-01 06:00;1999-05-01 06:00;apr-99;79.7;Y;;;;;;
1999-05-02 06:00;1999-06-01 06:00;maj-99;16.4;Y;;;;;;
1999-06-01 06:00;1999-07-01 06:00;jun-99;36.0;Y;;;;;;
1999-07-02 06:00;1999-08-01 06:00;jul-99;17.8;Y;;;;;;
1999-08-02 06:00;1999-09-01 06:00;aug-99;47.8;Y;;;;;;
1999-09-01 06:00;1999-10-01 06:00;sep-99;64.4;Y;;;;;;
1999-10-02 06:00;1999-11-01 06:00;okt-99;23.4;Y;;;;;;
1999-11-01 06:00;1999-12-01 06:00;nov-99;21.1;Y;;;;;;
1999-12-02 06:00;2000-01-01 06:00;dec-99;116.7;Y;;;;;;
2000-01-02 06:00;2000-02-01 06:00;jan-00;23.7;Y;;;;;;
2000-01-31 06:00;2000-03-01 06:00;feb-00;10.4;Y;;;;;;
2000-03-02 06:00;2000-04-01 06:00;mar-00;30.3;Y;;;;;;
2000-04-01 06:00;2000-05-01 06:00;apr-00;25.1;Y;;;;;;
2000-05-02 06:00;2000-06-01 06:00;maj-00;31.3;Y;;;;;;
2000-06-01 06:00;2000-07-01 06:00;jun-00;77.3;Y;;;;;;
2000-07-02 06:00;2000-08-01 06:00;jul-00;108.8;Y;;;;;;
2000-08-02 06:00;2000-09-01 06:00;aug-00;24.8;Y;;;;;;
2000-09-01 06:00;2000-10-01 06:00;sep-00;18.3;Y;;;;;;
2000-10-02 06:00;2000-11-01 06:00;okt-00;95.4;Y;;;;;;
2000-11-01 06:00;2000-12-01 06:00;nov-00;100.9;Y;;;;;;
2000-12-02 06:00;2001-01-01 06:00;dec-00;54.8;Y;;;;;;
2001-01-02 06:00;2001-02-01 06:00;01-jan;32.8;Y;;;;;;
2001-01-30 06:00;2001-03-01 06:00;01-feb;23.7;Y;;;;;;
2001-03-02 06:00;2001-04-01 06:00;01-mar;17.9;Y;;;;;;
2001-04-01 06:00;2001-05-01 06:00;01-apr;30.2;Y;;;;;;
2001-05-02 06:00;2001-06-01 06:00;01-maj;16.8;Y;;;;;;
2001-06-01 06:00;2001-07-01 06:00;01-jun;32.2;Y;;;;;;
2001-07-02 06:00;2001-08-01 06:00;01-jul;65.0;Y;;;;;;
2001-08-02 06:00;2001-09-01 06:00;01-aug;87.4;Y;;;;;;
2001-09-01 06:00;2001-10-01 06:00;01-sep;108.8;Y;;;;;;
2001-10-02 06:00;2001-11-01 06:00;01-okt;77.8;Y;;;;;;
2001-11-01 06:00;2001-12-01 06:00;01-nov;31.9;Y;;;;;;
2001-12-02 06:00;2002-01-01 06:00;01-dec;54.2;Y;;;;;;
2002-01-02 06:00;2002-02-01 06:00;02-jan;64.9;Y;;;;;;
2002-01-30 06:00;2002-03-01 06:00;02-feb;41.5;Y;;;;;;
2002-03-02 06:00;2002-04-01 06:00;02-mar;27.5;Y;;;;;;
2002-04-01 06:00;2002-05-01 06:00;02-apr;8.2;Y;;;;;;
2002-05-02 06:00;2002-06-01 06:00;02-maj;34.4;Y;;;;;;
2002-06-01 06:00;2002-07-01 06:00;02-jun;88.4;Y;;;;;;
2002-07-02 06:00;2002-08-01 06:00;02-jul;113.8;Y;;;;;;
2002-08-02 06:00;2002-09-01 06:00;02-aug;3.8;Y;;;;;;
2002-09-01 06:00;2002-10-01 06:00;02-sep;12.7;Y;;;;;;
2002-10-02 06:00;2002-11-01 06:00;02-okt;45.2;Y;;;;;;
2002-11-01 06:00;2002-12-01 06:00;02-nov;31.6;Y;;;;;;
2002-12-02 06:00;2003-01-01 06:00;02-dec;9.3;Y;;;;;;
2003-01-02 06:00;2003-02-01 06:00;03-jan;19.2;Y;;;;;;
2003-01-30 06:00;2003-03-01 06:00;03-feb;20.5;Y;;;;;;
2003-03-02 06:00;2003-04-01 06:00;03-mar;1.7;Y;;;;;;
2003-04-01 06:00;2003-05-01 06:00;03-apr;44.0;Y;;;;;;
2003-05-02 06:00;2003-06-01 06:00;03-maj;58.1;Y;;;;;;
2003-06-01 06:00;2003-07-01 06:00;03-jun;44.2;Y;;;;;;
2003-07-02 06:00;2003-08-01 06:00;03-jul;75.4;Y;;;;;;
2003-08-02 06:00;2003-09-01 06:00;03-aug;53.0;Y;;;;;;
2003-09-01 06:00;2003-10-01 06:00;03-sep;19.9;Y;;;;;;
2003-10-02 06:00;2003-11-01 06:00;03-okt;31.9;Y;;;;;;
2003-11-01 06:00;2003-12-01 06:00;03-nov;43.1;Y;;;;;;
2003-12-02 06:00;2004-01-01 06:00;03-dec;67.8;Y;;;;;;
2004-01-02 06:00;2004-02-01 06:00;04-jan;37.0;Y;;;;;;
2004-01-31 06:00;2004-03-01 06:00;04-feb;28.8;Y;;;;;;
2004-03-02 06:00;2004-04-01 06:00;04-mar;24.9;Y;;;;;;
2004-04-01 06:00;2004-05-01 06:00;04-apr;13.3;Y;;;;;;
2004-05-02 06:00;2004-06-01 06:00;04-maj;46.8;Y;;;;;;
2004-06-01 06:00;2004-07-01 06:00;04-jun;108.4;Y;;;;;;
2004-07-02 06:00;2004-08-01 06:00;04-jul;55.0;Y;;;;;;
2004-08-02 06:00;2004-09-01 06:00;04-aug;48.5;Y;;;;;;
2004-09-01 06:00;2004-10-01 06:00;04-sep;39.1;Y;;;;;;
2004-10-02 06:00;2004-11-01 06:00;04-okt;44.5;Y;;;;;;
2004-11-01 06:00;2004-12-01 06:00;04-nov;47.4;Y;;;;;;
2004-12-02 06:00;2005-01-01 06:00;04-dec;39.7;Y;;;;;;
2005-01-02 06:00;2005-02-01 06:00;05-jan;44.2;Y;;;;;;
2005-01-30 06:00;2005-03-01 06:00;05-feb;38.4;Y;;;;;;
2005-03-02 06:00;2005-04-01 06:00;05-mar;14.0;Y;;;;;;
2005-04-01 06:00;2005-05-01 06:00;05-apr;10.7;Y;;;;;;
2005-05-02 06:00;2005-06-01 06:00;05-maj;55.6;Y;;;;;;
2005-06-01 06:00;2005-07-01 06:00;05-jun;71.5;Y;;;;;;
2005-07-02 06:00;2005-08-01 06:00;05-jul;122.0;Y;;;;;;
2005-08-02 06:00;2005-09-01 06:00;05-aug;64.5;Y;;;;;;
2005-09-01 06:00;2005-10-01 06:00;05-sep;10.8;Y;;;;;;
2005-10-02 06:00;2005-11-01 06:00;05-okt;28.3;Y;;;;;;
2005-11-01 06:00;2005-12-01 06:00;05-nov;44.2;Y;;;;;;
2005-12-02 06:00;2006-01-01 06:00;05-dec;54.0;Y;;;;;;
2006-01-02 06:00;2006-02-01 06:00;06-jan;10.0;Y;;;;;;
2006-01-30 06:00;2006-03-01 06:00;06-feb;28.5;Y;;;;;;
2006-03-02 06:00;2006-04-01 06:00;06-mar;28.3;Y;;;;;;
2006-04-01 06:00;2006-05-01 06:00;06-apr;27.9;Y;;;;;;
2006-05-02 06:00;2006-06-01 06:00;06-maj;45.9;Y;;;;;;
2006-06-01 06:00;2006-07-01 06:00;06-jun;31.7;Y;;;;;;
2006-07-02 06:00;2006-08-01 06:00;06-jul;32.7;Y;;;;;;
2006-08-02 06:00;2006-09-01 06:00;06-aug;146.0;Y;;;;;;
2006-09-01 06:00;2006-10-01 06:00;06-sep;22.6;Y;;;;;;
2006-10-02 06:00;2006-11-01 06:00;06-okt;98.1;Y;;;;;;
2006-11-01 06:00;2006-12-01 06:00;06-nov;43.1;Y;;;;;;
2006-12-02 06:00;2007-01-01 06:00;06-dec;33.7;Y;;;;;;
2007-01-02 06:00;2007-02-01 06:00;07-jan;73.4;Y;;;;;;
2007-01-30 06:00;2007-03-01 06:00;07-feb;26.2;Y;;;;;;
2007-03-02 06:00;2007-04-01 06:00;07-mar;19.3;Y;;;;;;
2007-04-01 06:00;2007-05-01 06:00;07-apr;16.8;Y;;;;;;
2007-05-02 06:00;2007-06-01 06:00;07-maj;24.7;Y;;;;;;
2007-06-01 06:00;2007-07-01 06:00;07-jun;67.0;Y;;;;;;
2007-07-02 06:00;2007-08-01 06:00;07-jul;50.7;Y;;;;;;
2007-08-02 06:00;2007-09-01 06:00;07-aug;17.1;Y;;;;;;
2007-09-01 06:00;2007-10-01 06:00;07-sep;74.2;Y;;;;;;
2007-10-02 06:00;2007-11-01 06:00;07-okt;38.7;Y;;;;;;
2007-11-01 06:00;2007-12-01 06:00;07-nov;48.4;Y;;;;;;
2007-12-02 06:00;2008-01-01 06:00;07-dec;45.2;Y;;;;;;
2008-01-02 06:00;2008-02-01 06:00;08-jan;69.1;Y;;;;;;
2008-01-31 06:00;2008-03-01 06:00;08-feb;22.8;Y;;;;;;
2008-03-02 06:00;2008-04-01 06:00;08-mar;41.3;Y;;;;;;
2008-04-01 06:00;2008-05-01 06:00;08-apr;27.8;Y;;;;;;
2008-05-02 06:00;2008-06-01 06:00;08-maj;16.8;Y;;;;;;
2008-06-01 06:00;2008-07-01 06:00;08-jun;56.4;Y;;;;;;
2008-07-02 06:00;2008-08-01 06:00;08-jul;41.6;Y;;;;;;
2008-08-02 06:00;2008-09-01 06:00;08-aug;153.8;Y;;;;;;
2008-09-01 06:00;2008-10-01 06:00;08-sep;27.0;Y;;;;;;
2008-10-02 06:00;2008-11-01 06:00;08-okt;63.7;Y;;;;;;
2008-11-01 06:00;2008-12-01 06:00;08-nov;63.3;Y;;;;;;
2008-12-02 06:00;2009-01-01 06:00;08-dec;50.0;Y;;;;;;
2009-01-02 06:00;2009-02-01 06:00;09-jan;21.0;Y;;;;;;
2009-01-30 06:00;2009-03-01 06:00;09-feb;24.2;Y;;;;;;
2009-03-02 06:00;2009-04-01 06:00;09-mar;36.0;Y;;;;;;
2009-04-01 06:00;2009-05-01 06:00;09-apr;5.0;Y;;;;;;
2009-05-02 06:00;2009-06-01 06:00;09-maj;24.7;Y;;;;;;
2009-06-01 06:00;2009-07-01 06:00;09-jun;80.1;Y;;;;;;
2009-07-02 06:00;2009-08-01 06:00;09-jul;88.7;Y;;;;;;
2009-08-02 06:00;2009-09-01 06:00;09-aug;53.5;Y;;;;;;
2009-09-01 06:00;2009-10-01 06:00;09-sep;32.1;Y;;;;;;
2009-10-02 06:00;2009-11-01 06:00;09-okt;67.9;Y;;;;;;
2009-11-01 06:00;2009-12-01 06:00;09-nov;51.9;Y;;;;;;
2009-12-02 06:00;2010-01-01 06:00;09-dec;44.8;Y;;;;;;
2010-01-02 06:00;2010-02-01 06:00;10-jan;26.2;Y;;;;;;
2010-01-30 06:00;2010-03-01 06:00;10-feb;29.1;Y;;;;;;
2010-03-02 06:00;2010-04-01 06:00;10-mar;22.3;Y;;;;;;
2010-04-01 06:00;2010-05-01 06:00;10-apr;22.7;Y;;;;;;
2010-05-02 06:00;2010-06-01 06:00;10-maj;30.7;Y;;;;;;
2010-06-01 06:00;2010-07-01 06:00;10-jun;32.9;Y;;;;;;
